别克 君越 2010款 2.4L雅致版,25.28万,5.98,2011年,11.13万公里,2.4L,自动,"['1处异常', '2处异常', '1处异常', '4处异常', '1处异常', '5处异常', '1处异常', '1处异常', '2处异常', '1处异常', '2处异常', '2处异常']",beijing
奔驰C级 2011款 C 200 CGI 时尚型,42.12万,11.80,2012年,10.68万公里,1.8T,自动,"['3处异常', '2处异常', '1处异常', '10处异常', '5处异常', '1处异常', '1处异常', '7处异常', '2处异常', '5处异常', '3处异常']",beijing
奥迪A5 2010款 2.0TFSI Cabriolet(进口),64.91万,16.50,2011年,7.09万公里,2.0T,自动,"['1处异常', '1处异常', '2处异常', '2处异常', '1处异常', '1处异常', '3处异常', '3处异常', '4处异常', '1处异常']",beijing
奔驰GLA级 2016款 GLA 200 动感型,29.29万,17.50,2016年,5.72万公里,1.6T,自动,"['1处异常', '1处异常', '3处异常']",beijing
奥迪Q5 2016款 40 TFSI 技术型,46.41万,23.00,2016年,11.84万公里,2.0T,自动,"['1处异常', '3处异常', '3处异常', '3处异常', '1处异常']",beijing
大众 朗逸 2015款 1.6L 自动舒适版,14.86万,7.36,2016年,4.59万公里,1.6L,自动,"['1处异常', '1处异常', '1处异常', '1处异常', '8处异常', '1处异常']",beijing
雪佛兰 创酷 2016款 1.4T 自动两驱豪华型,14.53万,6.50,2016年,4.96万公里,1.4T,自动,"['9处异常', '1处异常', '11处异常']",beijing
奔驰GLK级 2011款 GLK 300 4MATIC 时尚型(进口),53.73万,11.98,2010年,12.58万公里,3.0L,自动,"['2处异常', '3处异常', '3处异常', '11处异常', '2处异常', '1处异常', '1处异常', '3处异常', '2处异常', '2处异常', '1处异常']",beijing
奔驰GLS级 2018款 改款 GLS 320 4MATIC(进口),101.47万,81.80,2019年,2.22万公里,3.0T,自动,"['2处异常', '1处异常']",beijing
本田 雅阁 2016款 2.0L 舒适版,19.52万,14.00,2017年,5.23万公里,2.0L,自动,"['1处异常', '1处异常', '1处异常', '5处异常', '1处异常', '1处异常', '4处异常', '6处异常', '2处异常']",beijing
奔驰C级 2019款 C 260 L 4MATIC,41.55万,28.80,2019年,3.37万公里,1.5T,自动,"['4处异常', '1处异常', '8处异常', '3处异常']",beijing
福特 福克斯 2013款 三厢经典 1.8L 自动时尚型,13.44万,3.65,2013年,12.17万公里,1.8L,自动,"['1处异常', '1处异常', '4处异常', '1处异常', '2处异常', '3处异常', '3处异常', '8处异常', '3处异常', '2处异常']",beijing
宝马5系 2018款 改款 530Li 领先型 M运动套装,51.77万,40.60,2018年,0.67万公里,2.0T,自动,"['2处异常', '1处异常', '1处异常']",beijing
现代ix25 2015款 1.6L 自动两驱智能型GLS,15.50万,7.98,2016年,6.59万公里,1.6L,自动,"['1处异常', '4处异常', '1处异常', '9处异常']",beijing
宝马X1 2013款 sDrive18i 领先型,35.06万,9.68,2013年,11.13万公里,2.0L,自动,"['1处异常', '1处异常', '5处异常', '1处异常', '7处异常', '6处异常', '2处异常']",beijing
起亚K3 2016款 1.6L 自动天窗版,11.92万,8.38,2019年,2.91万公里,1.6L,自动,"['1处异常', '1处异常', '5处异常', '2处异常', '1处异常', '11处异常']",beijing
别克 英朗 2013款 GT 1.6L 手动进取版,14.95万,4.68,2014年,5.66万公里,1.6L,手动,"['1处异常', '1处异常', '1处异常', '6处异常', '2处异常', '2处异常', '1处异常']",beijing
宝马1系 2008款 120i 自动挡(进口),31.26万,6.80,2011年,8.7万公里,2.0L,自动,"['1处异常', '2处异常', '4处异常', '1处异常', '4处异常', '2处异常', '1处异常']",beijing
哈弗H6 2015款 改款 运动版 1.5T 手动两驱精英型,13.44万,6.30,2016年,5.09万公里,1.5T,手动,"['2处异常', '1处异常']",beijing
大众 Passat领驭 2009款 1.8T 自动尊品型,23.42万,5.00,2009年,12.31万公里,1.8T,自动,"['2处异常', '1处异常', '3处异常', '2处异常', '6处异常', '6处异常', '2处异常', '1处异常', '9处异常', '7处异常', '2处异常']",beijing
大众 途观 2015款 1.8TSI 自动两驱风尚版,22.99万,10.68,2015年,10.25万公里,1.8T,自动,"['1处异常', '3处异常', '4处异常', '2处异常', '5处异常']",beijing
福特 福克斯 2012款 三厢 1.6L 自动舒适型,14.21万,4.98,2013年,6.85万公里,1.6L,自动,"['1处异常', '2处异常', '7处异常', '2处异常', '1处异常', '2处异常', '1处异常', '4处异常', '7处异常', '4处异常', '1处异常']",beijing
福特 蒙迪欧-致胜 2011款 2.0L GTDi200时尚型,21.69万,4.38,2011年,12.66万公里,2.0T,自动,"['1处异常', '1处异常', '2处异常', '4处异常', '1处异常', '2处异常', '3处异常', '3处异常']",beijing
东南DX7 2015款 1.5T 自动豪华型,14.10万,6.20,2016年,6.7万公里,1.5T,自动,"['1处异常', '2处异常']",beijing
路虎 神行者2 2015款 2.0T Si4 HSE Luxury典藏版(进口),66.00万,19.60,2015年,13.55万公里,2.0T,自动,"['1处异常', '2处异常']",beijing
别克 昂科拉 2015款 1.4T 自动两驱都市领先型,18.33万,6.90,2016年,4.45万公里,1.4T,自动,"['4处异常', '7处异常', '2处异常']",beijing
宝马5系 2014款 525Li 豪华设计套装,54.23万,26.58,2015年,8.62万公里,2.0T,自动,"['1处异常', '9处异常', '1处异常', '10处异常', '1处异常', '2处异常']",beijing
本田 雅阁 2016款 2.0L 舒适版,19.52万,13.80,2018年,6万公里,2.0L,自动,"['2处异常', '4处异常', '3处异常', '4处异常', '2处异常']",beijing
现代 朗动 2013款 1.6L 自动尊贵型,14.63万,6.28,2014年,13.14万公里,1.6L,自动,"['1处异常', '1处异常', '6处异常', '1处异常', '2处异常', '1处异常', '6处异常', '2处异常', '6处异常']",beijing
哈弗H6 Coupe 2015款 蓝标 2.0T 自动两驱尊贵型,18.65万,7.38,2015年,10.18万公里,2.0T,自动,"['2处异常', '2处异常', '7处异常', '2处异常', '1处异常', '7处异常', '5处异常', '2处异常', '1处异常']",beijing
标致508 2015款 1.6THP 自动致臻版,23.85万,9.20,2016年,2.89万公里,1.6T,自动,"['2处异常', '1处异常', '4处异常', '1处异常', '3处异常', '14处异常', '4处异常']",beijing
哈弗H2 2016款 红标 1.5T 自动两驱豪华型,13.33万,5.88,2016年,9.89万公里,1.5T,自动,"['2处异常', '3处异常', '4处异常', '3处异常', '2处异常', '7处异常', '2处异常', '3处异常']",beijing
捷豹XE 2015款 2.0T 200PS R-Sport,43.20万,19.99,2016年,1.21万公里,2.0T,自动,"['2处异常', '1处异常']",beijing
中华V3 2016款 1.5L 手动舒适型,7.46万,4.28,2017年,1.49万公里,1.5L,手动,"['1处异常', '1处异常', '1处异常']",beijing
雪佛兰 迈锐宝XL 2017款 1.5T 自动锐驰版,21.16万,9.88,2017年,3.87万公里,1.5T,自动,"['1处异常', '2处异常', '2处异常', '3处异常', '6处异常', '2处异常', '1处异常', '1处异常']",beijing
Jeep 自由光 2014款 2.4L 豪华版(进口),42.65万,11.38,2014年,3.1万公里,2.4L,自动,"['2处异常', '2处异常', '6处异常', '1处异常', '1处异常', '1处异常', '1处异常', '6处异常', '12处异常', '1处异常']",beijing
雪佛兰 科鲁兹 2013款 1.6L SE MT,13.01万,3.38,2013年,8.46万公里,1.6L,手动,"['1处异常', '1处异常', '1处异常', '1处异常', '6处异常', '2处异常', '3处异常', '1处异常', '3处异常', '2处异常']",beijing
福特 蒙迪欧 2013款 1.5L GTDi180时尚型,20.60万,9.98,2015年,5.89万公里,1.5T,自动,"['4处异常', '1处异常']",beijing
标致308 2013款 1.6L 自动优尚型,12.58万,4.18,2014年,16.63万公里,1.6L,自动,"['1处异常', '1处异常', '1处异常', '1处异常', '7处异常', '3处异常', '1处异常', '3处异常', '3处异常', '1处异常']",beijing
宝马X5 2019款 xDrive40i M运动套装(进口),82.48万,74.80,2019年,2.86万公里,3.0T,自动,"['1处异常', '3处异常']",beijing
丰田 YARiS L 致享 2017款 1.5E CVT魅动版,9.53万,6.88,2017年,6.98万公里,1.5L,自动,"['1处异常', '4处异常', '2处异常', '5处异常', '1处异常']",beijing
凯迪拉克XT4 2020款 28T 两驱领先型,31.45万,22.90,2020年,2.64万公里,2.0T,自动,"['2处异常', '2处异常', '1处异常']",beijing
奔驰E级 2013款 E 300 L 时尚型,72.29万,21.80,2013年,7.49万公里,3.0L,自动,"['1处异常', '1处异常', '3处异常', '3处异常', '2处异常']",beijing
MG3 2014款 1.5L AMT精英版,9.09万,3.20,2014年,5.39万公里,1.5L,自动,"['1处异常', '2处异常', '5处异常', '3处异常', '9处异常', '1处异常', '2处异常', '7处异常', '8处异常', '2处异常']",beijing
大众 凌渡 2017款 230TSI DSG风尚版,17.36万,10.68,2017年,5.19万公里,1.4T,自动,"['4处异常', '3处异常', '2处异常', '4处异常', '3处异常']",beijing
日产 轩逸 2012款 经典 1.6XE 手动舒适版,10.83万,4.38,2013年,8.43万公里,1.6L,手动,"['4处异常', '2处异常', '2处异常']",beijing
大众 途观 2015款 1.8TSI 自动两驱风尚版,22.99万,8.79,2014年,10.67万公里,1.8T,自动,"['1处异常', '2处异常', '4处异常', '5处异常', '6处异常', '1处异常', '1处异常', '8处异常', '4处异常', '3处异常']",beijing
别克 昂科拉 2015款 1.4T 自动两驱都市精英型,16.27万,6.98,2016年,6.54万公里,1.4T,自动,"['2处异常', '2处异常', '1处异常', '10处异常', '4处异常', '8处异常']",beijing
现代 途胜 2015款 1.6T 双离合两驱智能型,19.53万,10.80,2016年,5.61万公里,1.6T,自动,"['3处异常', '1处异常', '1处异常', '7处异常', '1处异常', '5处异常', '2处异常', '1处异常']",beijing
奔驰A级 2020款 改款 A 200 L 运动轿车时尚型,28.74万,23.80,2020年,0.98万公里,1.3T,自动,"['2处异常', '1处异常', '1处异常']",beijing
大众POLO 2011款 1.6L 自动致尚版,12.15万,3.98,2011年,6.89万公里,1.6L,自动,"['1处异常', '5处异常', '11处异常', '6处异常', '2处异常']",beijing
斯柯达 明锐 2019款 1.5L 自动智行豪华版 国VI,13.77万,8.50,2020年,1.23万公里,1.5L,自动,"['3处异常', '2处异常', '1处异常', '1处异常', '3处异常', '2处异常']",beijing
本田 雅阁 2010款 2.0L EX,22.01万,6.38,2010年,11.87万公里,2.0L,自动,"['2处异常', '4处异常', '2处异常', '8处异常', '2处异常', '1处异常', '1处异常', '5处异常', '7处异常', '12处异常', '2处异常']",beijing
路虎 发现神行 2016款 2.0T SE,44.29万,20.68,2016年,7.29万公里,2.0T,自动,"['2处异常', '5处异常', '2处异常', '2处异常', '8处异常', '2处异常', '1处异常']",beijing
雪佛兰 迈锐宝XL 2016款 1.5T 双离合锐驰版,21.16万,9.80,2016年,4.8万公里,1.5T,自动,"['1处异常', '1处异常', '1处异常', '7处异常', '1处异常', '10处异常', '2处异常', '5处异常']",beijing
福特 福睿斯 2017款 1.5L 自动舒适型,11.70万,5.70,2017年,4.23万公里,1.5L,自动,"['1处异常', '2处异常', '1处异常', '9处异常', '1处异常', '3处异常', '2处异常', '4处异常']",beijing
大众POLO 2016款 1.4L 自动风尚型,9.54万,6.58,2017年,5.22万公里,1.4L,自动,"['1处异常', '1处异常', '9处异常', '2处异常', '19处异常', '1处异常']",beijing
大众 朗逸 2013款 1.6L 自动风尚版,13.56万,5.08,2013年,15.8万公里,1.6L,自动,"['5处异常', '3处异常', '2处异常', '7处异常']",beijing
奥迪A6L 2018款 30周年年型 TFSI 进取型,43.72万,27.50,2017年,3.63万公里,1.8T,自动,"['2处异常', '1处异常', '2处异常', '8处异常', '2处异常', '3处异常', '1处异常']",beijing
保时捷Macan 2018款 Macan 2.0T,59.16万,58.50,2019年,3.75万公里,2.0T,自动,"['1处异常', '2处异常', '1处异常', '1处异常']",beijing
奥迪A3 2016款 Limousine 35 TFSI 领英型,23.36万,13.80,2017年,5.35万公里,1.4T,自动,"['1处异常', '2处异常', '3处异常', '1处异常', '3处异常', '3处异常', '2处异常', '1处异常']",beijing
丰田 汉兰达 2009款 3.5L 四驱7座至尊版,46.65万,12.68,2010年,5.7万公里,3.5L,自动,"['2处异常', '1处异常', '3处异常', '2处异常', '2处异常', '2处异常', '3处异常', '8处异常', '4处异常']",beijing
奔驰C级 2015款 改款 C 180 L 运动型,35.36万,20.50,2015年,9.8万公里,1.6T,自动,"['1处异常', '1处异常', '5处异常', '2处异常', '7处异常', '1处异常']",beijing
保时捷Macan 2014款 Macan Turbo 3.6T,107.24万,58.88,2016年,10.96万公里,3.6T,自动,"['4处异常', '1处异常', '4处异常', '2处异常', '2处异常']",beijing
本田 凌派 2019款 180Turbo CVT舒适版 国V,11.92万,9.60,2019年,3.02万公里,1.0T,自动,"['1处异常', '1处异常']",beijing
大众 帕萨特 2014款 1.8TSI DSG尊荣版,23.75万,9.20,2014年,9.25万公里,1.8T,自动,"['2处异常', '1处异常', '4处异常', '1处异常', '5处异常', '1处异常', '1处异常', '1处异常']",beijing
雪佛兰 2018款 赛欧3 1.3L AMT理想版,7.48万,4.45,2018年,3.76万公里,1.3L,自动,"['4处异常', '1处异常']",beijing
荣威550 2012款 550S 1.8L 自动启臻版,16.26万,3.38,2013年,8.23万公里,1.8L,自动,"['1处异常', '3处异常', '1处异常', '7处异常', '11处异常', '2处异常', '1处异常', '14处异常', '4处异常', '4处异常']",beijing
大众POLO 2018款 1.5L 自动安享型,11.06万,7.78,2019年,1.69万公里,1.5L,自动,"['2处异常', '2处异常', '1处异常', '5处异常', '1处异常']",beijing
大众 凌渡 2015款 280TSI DSG舒适版,19.96万,9.90,2016年,6.55万公里,1.4T,自动,"['2处异常', '1处异常', '1处异常', '7处异常', '1处异常', '9处异常', '2处异常', '5处异常', '2处异常']",beijing
丰田 卡罗拉 2016款 双擎 1.8L CVT精英版,16.26万,10.30,2016年,5.45万公里,1.8L,自动,"['1处异常', '1处异常', '1处异常', '3处异常', '1处异常', '5处异常', '5处异常', '1处异常', '2处异常', '1处异常', '1处异常', '1处异常']",beijing
奔驰B级 2015款 B 200 时尚型(进口),30.61万,13.88,2016年,8.8万公里,1.6T,自动,"['6处异常', '8处异常']",beijing
别克GL8 2017款 ES 28T 旗舰型 国V,43.41万,29.80,2017年,4.2万公里,2.0T,自动,"['1处异常', '3处异常', '4处异常', '4处异常', '3处异常']",beijing
宝马3系 2013款 320i 进取型,34.30万,15.00,2014年,14.08万公里,2.0T,自动,"['1处异常', '3处异常', '4处异常', '1处异常', '5处异常']",beijing
别克 君越 2013款 2.4L SIDI精英舒适型,27.78万,10.99,2015年,6.32万公里,2.4L,自动,"['3处异常', '1处异常', '1处异常', '5处异常', '3处异常']",beijing
福特 福克斯 2009款 三厢 1.8L 自动豪华型,15.84万,2.50,2009年,10.02万公里,1.8L,自动,"['3处异常', '2处异常', '1处异常', '2处异常', '4处异常', '1处异常', '3处异常', '2处异常']",beijing
长安 奔奔mini 2012款 1.0L 手动时尚版 国V,4.44万,1.68,2016年,8.63万公里,1.0L,手动,"['2处异常', '1处异常', '1处异常', '10处异常', '4处异常', '14处异常', '1处异常']",beijing
丰田 威驰 2017款 1.5L CVT创行版,9.53万,7.28,2017年,5.11万公里,1.5L,自动,"['1处异常', '1处异常', '2处异常', '7处异常', '1处异常', '4处异常', '1处异常']",beijing
大众 高尔夫 2016款 1.6L 自动舒适型,15.73万,8.18,2016年,5.17万公里,1.6L,自动,"['4处异常', '1处异常', '1处异常']",beijing
比亚迪F3 2015款 节能版 1.5L 手动豪华型,6.07万,1.98,2015年,8.51万公里,1.5L,手动,"['1处异常', '3处异常', '3处异常', '1处异常', '4处异常', '3处异常']",beijing
奥迪Q5 2013款 40 TFSI 技术型,46.41万,16.28,2013年,11.8万公里,2.0T,自动,"['1处异常', '1处异常', '1处异常', '4处异常', '5处异常', '8处异常', '5处异常', '5处异常', '1处异常', '12处异常', '3处异常', '8处异常', '3处异常']",beijing
本田CR-V 2010款 2.0L 自动两驱都市版,21.47万,6.98,2011年,15.46万公里,2.0L,自动,"['1处异常', '1处异常', '3处异常', '2处异常', '5处异常', '5处异常', '9处异常', '1处异常', '6处异常']",beijing
本田 锋范 2015款 1.5L CVT旗舰版,13.00万,6.80,2015年,2.96万公里,1.5L,自动,"['2处异常', '4处异常', '5处异常']",beijing
丰田 凯美瑞 2018款 2.5HG 豪华版,26.03万,20.30,2018年,5.28万公里,2.5L,自动,"['3处异常', '3处异常', '1处异常', '2处异常']",beijing
英菲尼迪QX70 2015款 3.7L 绝影版(进口),81.93万,33.50,2016年,13.19万公里,3.7L,自动,"['3处异常', '6处异常', '1处异常', '8处异常', '1处异常']",beijing
现代 朗动 2012款 1.6L 自动时尚型,12.57万,5.68,2014年,3.41万公里,1.6L,自动,"['1处异常', '4处异常', '1处异常', '5处异常', '2处异常']",beijing
哈弗H2 2016款 红标 1.5T 自动两驱豪华型,13.33万,5.98,2016年,7.91万公里,1.5T,自动,"['1处异常', '2处异常', '1处异常', '5处异常', '2处异常', '3处异常']",beijing
中华V5 2014款 1.5T 自动两驱运动型,11.92万,4.10,2016年,10.5万公里,1.5T,自动,"['1处异常', '2处异常', '2处异常', '6处异常', '5处异常', '8处异常', '3处异常', '1处异常']",beijing
铃木 锋驭 2015款 1.6L CVT两驱进取型,13.00万,6.80,2015年,4.4万公里,1.6L,自动,['3处异常'],beijing
