大众 速腾 2014款 1.6L 自动舒适型,16.37万,7.30,2014年,7.43万公里,1.6L,自动
丰田 YARiS L 致享 2017款 1.5E CVT魅动版,9.53万,7.28,2018年,4.58万公里,1.5L,自动
奔驰E级 2010款 E 200 CGI 优雅型(进口),52.97万,12.60,2011年,15.14万公里,1.8T,自动
大众 迈腾 2015款 1.8TSI 尊贵型,27.44万,11.80,2015年,8.3万公里,1.8T,自动
大众 途观 2015款 1.8TSI 自动四驱豪华型,30.05万,12.68,2015年,7.1万公里,1.8T,自动
江淮 瑞风S3 2016款 1.5L 手动豪华智能尊享版,8.55万,3.20,2015年,6.92万公里,1.5L,手动
大众POLO 2016款 1.6L 自动豪华型,12.58万,6.80,2017年,4.19万公里,1.6L,自动
江淮 瑞风S3 2017款 1.6L 手动豪华智能型,7.69万,3.78,2016年,2.91万公里,1.6L,手动
现代 名图 2014款 1.8L 自动智能型GLS,16.26万,7.98,2015年,7.32万公里,1.8L,自动
奥迪A6L 2011款 2.0 TFSI 自动标准型,42.32万,13.98,2012年,3.48万公里,2.0T,自动
福特 翼搏 2017款 1.5L 自动风尚型,12.41万,6.80,2017年,4.08万公里,1.5L,自动
奥迪Q5 2011款 2.0TFSI 技术型,46.00万,12.60,2011年,10.68万公里,2.0T,自动
大众 高尔夫 2012款 1.6 自动舒适型,14.42万,5.85,2013年,6.79万公里,1.6L,自动
大众 朗逸 2015款 1.6L 自动风尚版,13.23万,7.50,2016年,6.48万公里,1.6L,自动
大众 捷达 2015款 质惠版 1.6L 自动舒适型,11.46万,6.35,2016年,3.49万公里,1.6L,自动
起亚 福瑞迪 2012款 1.6L AT GL 纪念版,11.81万,4.38,2013年,5.14万公里,1.6L,自动
MINI Countryman 2011款 1.6L ONE,28.11万,11.50,2012年,7.99万公里,1.6L,自动
哈弗H6 2012款 1.5T 手动两驱精英型,12.14万,3.60,2013年,9.76万公里,1.5T,手动
大众 朗逸 2013款 改款经典 1.6L 自动舒适版,14.97万,6.58,2014年,3.92万公里,1.6L,自动
现代ix35 2012款 2.0L 自动两驱精英版GLS,21.25万,6.40,2012年,9.2万公里,2.0L,自动
纳智捷 U5 SUV 2017款 1.6L CVT骑士版,8.88万,6.60,2017年,1.96万公里,1.6L,自动
Jeep 自由侠 2017款 180T 自动动能版+,15.17万,8.80,2018年,0.84万公里,1.4T,自动
本田 雅阁 2011款 2.0L EX Navi,24.18万,8.80,2011年,9.85万公里,2.0L,自动
别克GL8 2014款 2.4L 行政版,26.92万,13.30,2016年,5万公里,2.4L,自动
福特 翼虎 2013款 2.0L GTDi 四驱尊贵型,29.94万,8.80,2013年,9.57万公里,2.0T,自动
菲亚特 菲翔 2012款 1.4T 自动劲享版,15.07万,4.80,2013年,5.05万公里,1.4T,自动
福特 探险者 2016款 2.3T 精英版(进口),54.25万,27.58,2018年,6.18万公里,2.3T,自动
大众 帕萨特 2011款 1.8TSI DSG御尊版,26.03万,7.80,2012年,16.4万公里,1.8T,自动
大众 朗逸 2017款 1.6L 自动舒适版,14.53万,7.50,2017年,7.82万公里,1.6L,自动
别克GL8 2014款 2.4L 经典版,22.69万,12.38,2017年,4.3万公里,2.4L,自动
五菱荣光V 2015款 1.5L实用型,4.97万,2.86,2015年,2.26万公里,1.5L,手动
福特 福睿斯 2015款 1.5L 自动时尚型,13.00万,5.90,2017年,9.95万公里,1.5L,自动
大众 途观 2016款 300TSI 自动两驱豪华版,28.20万,12.99,2016年,6.23万公里,1.8T,自动
别克 威朗 2017款 三厢 15S 自动领先型,16.81万,7.38,2017年,6.82万公里,1.5L,自动
大众 途安 2013款 1.4T 自动舒适版5座,19.73万,7.30,2014年,7.23万公里,1.4T,自动
英菲尼迪QX50 2015款 2.5L 悦享版,41.23万,21.50,2017年,4万公里,3.0L,自动
大众 捷达 2015款 质惠版 1.6L 手动时尚型,9.29万,4.58,2016年,8.2万公里,1.6L,手动
奔驰GLA级 2017款 GLA 200 动感型,29.50万,18.58,2017年,3.12万公里,1.6T,自动
力帆 轩朗 2017款 2.0L CVT舒适型,9.42万,5.08,2017年,4.86万公里,2.0L,自动
别克 昂科拉 2015款 1.4T 自动两驱都市精英型,16.27万,6.20,2016年,7.86万公里,1.4T,自动
别克 英朗 2021款 改款 典范 1.5L 自动精英型,13.67万,8.68,2021年,0.01万公里,1.5L,自动
大众 帕萨特 2014款 2.0TSI DSG御尊版,27.66万,10.58,2014年,8.87万公里,2.0T,自动
现代ix35 2013款 2.0L 自动两驱舒适型GL 国IV,19.95万,6.98,2014年,7.14万公里,2.0L,自动
本田 奥德赛 2013款 2.4L 豪华版,27.87万,12.80,2013年,7万公里,2.4L,自动
宝马X1 2012款 sDrive18i 豪华型,34.63万,10.40,2012年,6.27万公里,2.0L,自动
英菲尼迪QX50 2015款 2.5L 悦享版,41.23万,19.58,2017年,4.79万公里,2.5L,自动
林肯MKX 2015款 2.0T 两驱尊享版,48.82万,19.98,2016年,12.03万公里,2.0T,自动
起亚K3 2016款 1.6L 自动GL,11.59万,6.20,2016年,5.81万公里,1.6L,自动
起亚K3 2015款 1.6L 自动GLS,13.55万,6.58,2015年,4.9万公里,1.6L,自动
大众POLO 2018款 1.5L 自动安驾型,9.76万,7.60,2019年,1.52万公里,1.5L,自动
长安CS35 2017款 1.6L 自动豪华型,8.46万,6.50,2018年,2.8万公里,1.6L,自动
宝马5系 2011款 520Li 典雅型,45.44万,15.80,2011年,11.93万公里,2.5L,自动
奔腾X40 2019款 1.6L 自动豪华型 国V,9.20万,5.58,2019年,4.03万公里,1.6L,自动
大众 朗逸 2011款 1.4TSI 手动品轩版,15.61万,4.00,2011年,16.94万公里,1.4T,手动
别克 英朗 2013款 GT 1.6L 自动舒适版,16.03万,4.48,2013年,12.78万公里,1.6L,自动
哈弗H2 2014款 1.5T 手动两驱尊贵版,12.24万,4.85,2015年,4.89万公里,1.5T,手动
丰田 RAV4 2009款 2.0L 自动豪华版,23.64万,6.60,2010年,14.98万公里,2.0L,自动
大众 宝来 2013款 1.6L 自动时尚型,13.00万,5.30,2013年,8.68万公里,1.6L,自动
奥迪Q3 2015款 35 TFSI quattro 豪华型,43.07万,16.10,2015年,6.64万公里,2.0T,自动
福特 蒙迪欧 2013款 2.0L GTDi200豪华型,24.18万,9.18,2013年,6.88万公里,2.0T,自动
丰田 凯美瑞 2019款 改款 双擎 2.5HG 豪华版,26.03万,23.88,2021年,0.01万公里,2.5L,自动
本田XR-V 2020款 220 TURBO CVT豪华版,17.25万,14.50,2021年,0.02万公里,1.5T,自动
大众POLO 2009款 劲情 1.4L 手动时尚版,9.31万,1.95,2010年,10.6万公里,1.4L,手动
起亚K3 2016款 1.6L 手动GLS,11.81万,5.88,2016年,7.45万公里,1.6L,手动
海马 福美来 2014款 M5 1.6L 手动时尚型,9.65万,2.30,2015年,6.91万公里,1.6L,手动
起亚KX5 2016款 1.6T 自动两驱Premium,21.04万,9.08,2016年,5.9万公里,1.6T,自动
现代 名图 2014款 1.8L 自动尊贵型DLX,17.35万,8.18,2015年,6.11万公里,1.8L,自动
北汽幻速H2 2015款 1.5L AMT尊贵型BJ415C,7.25万,2.50,2015年,4.81万公里,1.5L,自动
现代 朗动 2015款 1.6L 自动领先型,13.87万,6.30,2015年,7.05万公里,1.6L,自动
大众 途安 2011款 1.4T 自动智雅版5座,19.41万,7.60,2012年,7.72万公里,1.4T,自动
别克 君威 2015款 1.6T 精英技术型,22.78万,9.88,2016年,7.53万公里,1.6T,自动
众泰T300 2017款 1.5L 手动尊享型,7.58万,3.20,2017年,3.61万公里,1.5L,手动
马自达6 2013款 2.0L 自动时尚型,16.04万,5.90,2013年,5.61万公里,2.0L,自动
哈弗H2 2016款 红标 1.5T 手动两驱豪华型,11.92万,5.04,2016年,5.57万公里,1.5T,手动
大众 高尔夫 2018款 230TSI 自动豪华型,18.01万,11.98,2018年,2.74万公里,1.4T,自动
奔驰GLA级 2016款 GLA 200 时尚型,31.46万,18.58,2017年,3.72万公里,1.6T,自动
本田XR-V 2017款 1.8L EXi CVT舒适版,16.26万,12.28,2018年,1.98万公里,1.8L,自动
大众 途锐 2011款 3.0TSI 标配型(进口),78.15万,17.88,2010年,9.24万公里,3.0T,自动
大众CC 2010款 2.0TSI 豪华型,30.15万,8.60,2010年,15.67万公里,2.0T,自动
起亚 新佳乐 2011款 2.0L 7座自动标准版(进口),16.15万,3.98,2011年,17.15万公里,2.0L,自动
长安CS35 2014款 1.6L 手动豪华型 国IV,9.00万,3.88,2015年,8万公里,1.6L,手动
日产 逍客 2012款 2.0XL 火 CVT 2WD,17.89万,7.70,2013年,4.96万公里,2.0L,自动
比亚迪 速锐 2012款 1.5TI 手动豪华型,9.00万,2.55,2012年,13.67万公里,1.5T,手动
别克 英朗 2018款 18T 自动精英型,14.53万,6.98,2018年,5.24万公里,1.3T,自动
斯柯达 明锐 2015款 经典款 1.6L 自动逸致版,12.24万,6.60,2016年,4.13万公里,1.6L,自动
长安CX20 2014款 1.4L 手动运动版 国IV,6.07万,2.30,2015年,4.24万公里,1.4L,手动
福特 福克斯 2012款 三厢 1.6L 自动风尚型,15.62万,4.88,2014年,11.56万公里,1.6L,自动
现代 索纳塔八 2011款 2.0L 自动尊贵版,21.48万,5.05,2011年,13.31万公里,2.0L,自动
宝骏 乐驰 2012款 改款 1.2L 手动运动版活力型,5.08万,2.48,2017年,0.3万公里,1.2L,手动
宝马3系 2014款 320i 时尚型,37.23万,15.88,2014年,6.98万公里,2.0T,自动
宝马3系 2010款 318i 领先型,31.80万,7.50,2010年,11.88万公里,2.0L,自动
丰田 汉兰达 2015款 2.0T 四驱豪华版 7座,32.00万,24.80,2015年,5.5万公里,2.0T,自动
凯迪拉克XTS 2016款 28T 精英型,40.15万,17.58,2016年,8.41万公里,2.0T,自动
日产 逍客 2016款 2.0L CVT豪华版,18.21万,10.58,2016年,7.17万公里,2.0L,自动
大众 途观 2013款 2.0TSI 自动四驱旗舰版,34.28万,12.80,2014年,9.56万公里,2.0T,自动
大众CC 2016款 1.8TSI 豪华型,29.18万,17.80,2017年,4.73万公里,1.8T,自动
奥迪Q5 2013款 40 TFSI 技术型,46.41万,16.99,2013年,13.77万公里,2.0T,自动
本田 飞度 2016款 1.5L LX CVT舒适型,8.88万,7.28,2017年,4.52万公里,1.5L,自动
丰田 凯美瑞 2012款 骏瑞 2.0S 耀动版,19.52万,9.38,2013年,9.32万公里,2.0L,自动
大众 宝来 2014款 1.4TSI 手动舒适型,13.71万,6.60,2016年,5.15万公里,1.4T,手动
丰田C-HR 2018款 2.0L 领先天窗版 国V,16.91万,13.80,2020年,0.85万公里,2.0L,自动
众泰SR9 2017款 2.0T 自动极致之光版,15.39万,5.19,2017年,6万公里,2.0T,自动
丰田 汉兰达 2015款 2.0T 四驱豪华版 7座,32.00万,27.50,2017年,8.08万公里,2.0T,自动
三菱 劲炫ASX 2013款 2.0L CVT四驱尊贵版,18.43万,7.10,2014年,14.09万公里,2.0L,自动
奔驰C级 2013款 C 260 CGI 优雅型,38.32万,13.50,2013年,14.19万公里,1.8T,自动
哈弗H6 2011款 2.0L 手动两驱精英型,11.48万,3.60,2012年,4.79万公里,2.0L,手动
大众 朗逸 2011款 1.6L 自动品雅版,14.63万,4.28,2011年,5.47万公里,1.6L,自动
宝马3系 2011款 320i 豪华型,41.57万,8.78,2011年,14.77万公里,2.0L,自动
本田 锋范 2018款 1.5L CVT舒适版,9.75万,6.98,2018年,1.83万公里,1.5L,自动
雷诺 卡缤 2015款 1.2T 自动标准版(进口),15.17万,5.88,2016年,5.67万公里,1.2T,自动
凯迪拉克ATS 2014款 28T 舒适型(进口),33.43万,12.98,2014年,10.21万公里,2.0T,自动
别克 君越 2016款 20T 精英型,26.03万,14.68,2017年,4.31万公里,1.5T,自动
大众 朗逸 2015款 230TSI 手动舒适版,14.43万,6.38,2015年,5.67万公里,1.4T,手动
宝马X1 2012款 sDrive18i 时尚型,30.61万,10.80,2012年,9.2万公里,2.0L,自动
大众 宝来 2014款 1.6L 自动舒适型,13.93万,6.30,2014年,1.54万公里,1.6L,自动
宝马3系 2013款 320Li 时尚型,38.49万,15.50,2013年,7.39万公里,2.0T,自动
斯柯达 昕锐 2013款 1.6L 手动智选型,10.41万,4.26,2015年,8.18万公里,1.6L,手动
标致408 2011款 2.0L 自动舒适版,15.40万,3.88,2012年,10.94万公里,2.0L,自动
标致308 2014款 乐享版 经典 1.6L 自动优尚型,12.58万,5.30,2016年,9.92万公里,1.6L,自动
启辰R50X 2015款 1.6L 自动潮流版,9.06万,5.28,2017年,2.3万公里,1.6L,自动
英菲尼迪QX50 2015款 2.5L 悦享版,41.23万,18.50,2017年,6.59万公里,2.5L,自动
丰田 凯美瑞 2013款 200E 经典精英版,19.84万,9.20,2013年,8.08万公里,2.0L,自动
斯柯达 速派 2016款 TSI280 DSG创行版,20.60万,10.68,2016年,7.03万公里,1.4T,自动
大众 途观 2012款 1.8TSI 自动四驱风尚版,27.22万,8.68,2012年,17.67万公里,1.8T,自动
福特 福克斯 2009款 两厢 1.8L 手动舒适型,12.91万,2.70,2010年,8.85万公里,1.8L,手动
福特 蒙迪欧 2013款 2.0L GTDi200豪华型,24.18万,9.00,2014年,7.9万公里,2.0T,自动
别克 英朗 2016款 15N 自动豪华型,14.86万,6.50,2016年,4.75万公里,1.5L,自动
丰田 威驰FS 2017款 1.5L CVT锋驰版,9.31万,6.28,2017年,4.81万公里,1.5L,自动
起亚K3 2013款 1.6L 自动DLX,14.31万,5.58,2013年,8.05万公里,1.6L,自动
日产 轩逸 2014款 1.6XV CVT尊享版,14.96万,7.59,2015年,6.82万公里,1.6L,自动
本田 歌诗图 2012款 2.4L 豪华版,28.20万,8.80,2012年,13.33万公里,2.4L,自动
大众 朗逸 2011款 1.6L 自动品悠版,13.55万,4.68,2012年,9.53万公里,1.6L,自动
奥迪A5 2010款 2.0TFSI Coupe(进口),56.99万,12.18,2010年,6.98万公里,2.0T,自动
现代 悦动 2008款 1.6L AT GLS,13.00万,3.18,2009年,16.57万公里,1.6L,自动
奥迪Q7 2010款 3.6 FSI quattro 豪华型(进口),108.33万,19.80,2010年,19.25万公里,3.6L,自动
东风风行 景逸XV 2015款 1.6L CVT豪华型,9.43万,3.78,2015年,4.39万公里,1.6L,自动
起亚 智跑 2012款 2.0L 自动两驱版GL,19.41万,5.80,2012年,7.39万公里,2.0L,自动
现代 全新胜达 2015款 2.4L 自动四驱智能型 5座,27.12万,11.90,2015年,7.44万公里,2.4L,自动
福特 福克斯 2011款 三厢 1.8L 自动时尚型,13.87万,3.29,2011年,7.96万公里,1.8L,自动
丰田 卡罗拉 2018款 1.2T S-CVT GL智享版,13.11万,9.98,2018年,3.1万公里,1.2T,自动
起亚K3 2016款 1.6L 自动GL,11.59万,6.28,2016年,3.72万公里,1.6L,自动
福特 福睿斯 2017款 幸福版 1.5L 自动时尚型,13.28万,6.20,2017年,4.19万公里,1.5L,自动
哈弗H6 2018款 蓝标 运动版 1.5T 自动两驱精英型,12.27万,8.88,2018年,3.21万公里,1.5T,自动
大众 捷达 2015款 质惠版 1.4L 手动时尚型,8.67万,4.60,2017年,6.15万公里,1.4L,手动
大众 帕萨特 2015款 1.8TSI DSG尊荣版,23.75万,11.30,2016年,7.11万公里,1.8T,自动
大众 朗逸 2013款 改款经典 1.6L 自动风尚版,13.56万,5.80,2014年,9.44万公里,1.6L,自动
本田XR-V 2017款 1.8L EXi CVT舒适版,16.26万,11.38,2017年,3.24万公里,1.8L,自动
传祺GS4 2015款 200T G-DCT豪华版,14.85万,6.30,2015年,12.27万公里,1.3T,自动
纳智捷 优6 SUV 2014款 1.8T 时尚型,16.26万,5.90,2014年,7.51万公里,1.8T,自动
标致408 2013款 2.0L 自动舒适版,15.62万,5.48,2014年,10.2万公里,2.0L,自动
现代 领动 2016款 1.6L 自动智炫·精英型,13.00万,7.88,2017年,4.2万公里,1.6L,自动
丰田 凯美瑞 2018款 2.5HG 豪华版,26.03万,20.28,2018年,1.81万公里,2.5L,自动
大众 朗逸 2015款 1.6L 自动风尚版,13.23万,7.50,2017年,6.16万公里,1.6L,自动
大众POLO 2016款 1.4L 自动风尚型,9.54万,5.90,2016年,3.49万公里,1.4L,自动
奥迪A3 2012款 Sportback 1.4T 豪华型(进口),31.37万,7.98,2011年,8.66万公里,1.4T,自动
日产 轩逸 2012款 1.6XE CVT舒适版,14.00万,4.98,2012年,7.08万公里,1.6L,自动
比亚迪S7 2016款 2.0T 自动尊贵型Plus,14.86万,6.80,2017年,5.58万公里,2.0T,自动
长城C30 2012款 1.5L 手动豪华型,7.33万,2.08,2012年,8.63万公里,1.5L,手动
凯迪拉克XTS 2013款 28T 豪华型,45.58万,13.83,2013年,9.43万公里,2.0T,自动
丰田 卡罗拉 2017款 改款 1.6L S-CVT GL,12.57万,9.18,2018年,4.08万公里,1.6L,自动
马自达CX-3 2018款 2.0L 自动尊贵型(进口),17.35万,11.38,2018年,2.05万公里,2.0L,自动
福特 蒙迪欧-致胜 2011款 2.0L GTDi200时尚型,21.69万,6.20,2013年,7.83万公里,2.0T,自动
江淮 瑞风S3 2014款 1.5L 手动豪华型,7.58万,2.98,2015年,7.35万公里,1.5L,手动
菲亚特 菲翔 2012款 1.4T 自动悦享版,13.33万,3.98,2014年,8.66万公里,1.4T,自动
马自达 阿特兹 2015款 2.5L 蓝天尊崇版,23.42万,12.98,2016年,10.07万公里,2.5L,自动
福特 福克斯 2018款 两厢经典 1.6L 自动风尚型智行版,13.33万,7.78,2018年,1.14万公里,1.6L,自动
江淮 瑞风S3 2016款 1.5L 手动豪华智能型,8.12万,3.48,2016年,5.31万公里,1.5L,手动
丰田 汉兰达 2015款 2.0T 四驱豪华版 7座,32.00万,25.50,2015年,6.63万公里,2.0T,自动
福特 经典全顺 2013款 2.8T柴油普通型短轴中顶JX493ZLQ4,15.95万,6.60,2015年,13.11万公里,2.8T,手动
别克 英朗 2013款 GT 1.6L 自动时尚版,16.58万,4.80,2015年,12.29万公里,1.6L,自动
福特 福克斯 2013款 两厢经典 1.8L 自动基本型,11.92万,5.20,2016年,3.17万公里,1.8L,自动
标致3008 2015款 1.6THP 自动经典版,20.48万,6.40,2016年,14.75万公里,1.6T,自动
丰田 雷凌 2019款 185T CVT豪华版 国VI,14.09万,11.00,2019年,2.11万公里,1.2T,自动
雪铁龙C4L 2013款 1.6L 手动劲智版,14.86万,4.88,2013年,5.2万公里,1.6L,手动
奔驰B级 2012款 B 200(进口),34.52万,13.50,2016年,8.74万公里,1.6T,自动
大众 帕萨特 2014款 1.8TSI DSG尊荣版,23.75万,9.78,2015年,13.38万公里,1.8T,自动
大众POLO 2013款 1.4L 手动风尚版,9.32万,3.70,2014年,14.11万公里,1.4L,手动
别克GL8 2014款 2.4L 经典版,22.69万,10.80,2015年,7.84万公里,2.4L,自动
比亚迪F3 2012款 节能版 1.5L 手动舒适型,4.77万,2.50,2017年,1.66万公里,1.5L,手动
别克 凯越 2015款 1.5L 自动经典型,9.98万,3.98,2016年,5.86万公里,1.5L,自动
福特 福克斯 2012款 两厢 1.6L 自动风尚型,15.62万,5.90,2014年,7.37万公里,1.6L,自动
纳智捷 优6 SUV 2015款 1.8T 时尚型,16.26万,5.30,2016年,6.11万公里,1.8T,自动
丰田 威驰 2014款 1.3L 自动型尚版,9.10万,5.78,2016年,4.51万公里,1.3L,自动
起亚KX CROSS 2017款 1.4L AT GLS,9.32万,6.68,2018年,6.67万公里,1.4L,自动
雪佛兰 科鲁兹 2009款 1.8L SE AT,14.64万,2.88,2009年,16.07万公里,1.8L,自动
DS 6 2014款 1.6T 豪华版THP200,27.13万,9.00,2015年,8.3万公里,1.6T,自动
福特 福睿斯 2015款 1.5L 手动舒适型,10.51万,5.28,2016年,9.41万公里,1.5L,手动
大众 桑塔纳 2013款 1.4L 手动风尚版,9.22万,3.58,2014年,6.02万公里,1.4L,手动
现代ix25 2015款 1.6L 自动两驱时尚型GS,14.52万,7.80,2016年,6.63万公里,1.6L,自动
起亚K2 2015款 三厢 1.4L AT GLS,9.32万,4.80,2016年,6.47万公里,1.4L,自动
大众 捷达 2015款 质惠版 1.6L 手动舒适型,10.38万,5.20,2016年,7.12万公里,1.6L,手动
丰田 汉兰达 2009款 2.7L 两驱7座豪华版,32.43万,12.80,2011年,14.06万公里,2.7L,自动
福特 福睿斯 2015款 1.5L 自动时尚型,13.00万,6.70,2017年,4.09万公里,1.5L,自动
日产 逍客 2012款 2.0XL 火 CVT 2WD,17.89万,6.85,2012年,5.27万公里,2.0L,自动
MG 锐行 2016款 1.5L 自动超值豪华版,9.98万,5.38,2017年,3.08万公里,1.5L,自动
斯柯达 速派 2016款 TSI280 DSG前行版,19.52万,10.60,2018年,1.41万公里,1.4T,自动
宝马X1 2012款 sDrive18i 时尚型,30.61万,8.60,2012年,11.49万公里,2.0L,自动
福特 蒙迪欧 2013款 2.0L GTDi200时尚型,22.01万,9.28,2013年,8.62万公里,2.0T,自动
众泰T600 2014款 1.5T 手动尊贵型,10.72万,3.00,2014年,9.6万公里,1.5T,手动
日产 天籁 2008款 2.5L XL领先版,24.40万,6.68,2010年,15.87万公里,2.5L,自动
现代 领动 2016款 1.6L 自动智炫·精英型,13.00万,7.58,2017年,4万公里,1.6L,自动
别克 英朗 2014款 XT 1.6L 自动时尚版,16.27万,5.50,2014年,5.53万公里,1.6L,自动
大众 途观 2016款 300TSI 自动两驱风尚版,22.99万,12.50,2016年,8.34万公里,1.8T,自动
福特 蒙迪欧 2013款 2.0L GTDi200时尚型,22.01万,9.98,2015年,7.75万公里,2.0T,自动
奔驰GLK级 2012款 GLK 300 4MATIC 时尚型,51.56万,14.80,2012年,12.3万公里,3.0L,自动
宝马5系 2014款 525Li 领先型,50.65万,25.68,2015年,11.01万公里,2.0T,自动
大众 帕萨特 2013款 1.8TSI DSG至尊版,29.29万,9.60,2013年,12.47万公里,1.8T,自动
福特 福克斯 2011款 两厢 1.8L 自动时尚型,13.87万,3.76,2011年,6.69万公里,1.8L,自动
长城C30 2012款 1.5L 手动舒适型,7.00万,1.68,2012年,8.31万公里,1.5L,手动
本田CR-V 2010款 2.0L 自动两驱都市版,21.47万,6.38,2010年,16.52万公里,2.0L,自动
别克 昂科威 2015款 20T 两驱精英型,25.61万,10.88,2016年,8.48万公里,1.5T,自动
大众 甲壳虫 2010款 1.6 AT(进口),21.88万,6.80,2010年,10.01万公里,1.6L,自动
别克 君威 2015款 2.0L 精英时尚型,21.05万,8.28,2015年,8.69万公里,2.0L,自动
斯柯达 晶锐 2012款 1.4L 自动晶致版,9.87万,3.88,2013年,8.82万公里,1.4L,自动
现代ix35 2012款 2.0L 自动两驱精英版GLS,21.25万,6.68,2013年,12.51万公里,2.0L,自动
别克 阅朗 2018款 18T 自动旗舰型,15.95万,8.58,2018年,2万公里,1.3T,自动
马自达 睿翼 2011款 2.0L 自动精英版,19.52万,6.00,2011年,9.66万公里,2.0L,自动
林肯MKC 2016款 2.0T 两驱尊享版,36.88万,15.98,2016年,9.68万公里,2.0T,自动
大众 速腾 2014款 1.4TSI 自动豪华型,18.21万,6.80,2013年,7.57万公里,1.4T,自动
奥迪Q3 2020款 Sportback 45 TFSI quattro,39.27万,31.38,2020年,0.29万公里,2.0T,自动
奔驰R级 2011款 R 300 L 商务型(进口),64.91万,24.60,2014年,13.62万公里,3.0L,自动
福特 锐界 2012款 2.0T 尊锐型(进口),38.73万,14.68,2015年,6.31万公里,2.0T,自动
英菲尼迪QX50 2015款 2.5L 悦享版,41.23万,23.80,2017年,1.2万公里,2.5L,自动
2020款 别克英朗 1.3T 自动 （公司定制版）,,7.88,2021年,0.01万公里,1.3L,自动
丰田 皇冠 2018款 2.0T 时尚版,30.37万,24.80,2018年,4.5万公里,2.0T,自动
雪铁龙 世嘉 2010款 两厢 1.6L 自动尚乐版,13.23万,2.30,2010年,15.99万公里,1.6L,自动
大众 宝来 2015款 质惠版 1.6L 自动舒适型,13.60万,7.20,2016年,3.69万公里,1.6L,自动
斯柯达 晶锐 2012款 1.6L 自动晶享版,12.44万,4.60,2012年,0.39万公里,1.6L,自动
三菱 欧蓝德EX劲界 2011款 劲界 2.0 都市版(进口),27.68万,6.98,2011年,10.74万公里,2.0L,自动
福特 福克斯 2013款 三厢经典 1.8L 手动基本型,10.83万,4.30,2014年,1.91万公里,1.8L,手动
日产 骐达 2019款 1.6L CVT酷动版 国VI,12.36万,9.90,2019年,0.74万公里,1.6L,自动
奔驰GLA级 2015款 GLA 200 动感型,29.29万,15.98,2015年,5.82万公里,1.6T,自动
哈弗H6 2015款 升级版 1.5T 手动两驱精英型,11.92万,5.10,2015年,6.54万公里,1.5T,手动
斯柯达 明锐 2013款 1.6L 手动逸致版,13.24万,3.58,2013年,11.31万公里,1.6L,手动
起亚 狮跑 2013款 2.0L 手动两驱版GL,11.92万,4.38,2013年,7.84万公里,2.0L,手动
大众 桑塔纳 2015款 1.6L 自动舒适版,12.35万,5.20,2015年,3.38万公里,1.6L,自动
大众 高尔夫 2014款 1.4TSI 自动豪华型,18.01万,8.60,2016年,9万公里,1.4T,自动
日产 纳瓦拉 2017款 2.5L自动两驱豪华版QR25,17.56万,12.20,2019年,2.02万公里,2.5L,自动
奔驰GLA级 2015款 GLA 200 时尚型,31.46万,16.58,2015年,4.84万公里,1.6T,自动
奥迪A6L 2014款 TFSI 标准型,44.48万,19.50,2014年,14.53万公里,2.0T,自动
